Date,Adj Close,Close,High,Low,Open,Volume,Returns,HL_Ratio,OC_Ratio,MA_5,Price_vs_MA5,MA_10,Price_vs_MA10,MA_20,Price_vs_MA20,MA_50,Price_vs_MA50,Volatility_10,Volatility_20,Momentum_5,Momentum_10,RSI,MACD,MACD_Signal,MACD_Histogram,Volume_MA_5,Volume_MA_20,Volume_Ratio,Recent_High_20,Recent_Low_20,From_High,From_Low
2020-01-01,308.6025695800781,334.45001220703125,335.95001220703125,332.1499938964844,334.70001220703125,17379320,0.014501346715261265,0.011361991842878413,-0.0007469375287783395,328.9700012207031,-0.03213061156031494,328.5850006103516,-0.0017803631001565012,323.6900009155273,-0.02653772062070403,312.0500021362305,-0.3186989115587263,0.020215302089594614,0.016611653761337216,-0.04380333048095042,-0.03049786764760898,32.324960382522306,0.0,0.0,0.0,29233783.0,31653871.75,0.8368147255161605,339.8500061035156,310.1000061035156,-0.07282624556570214,0.016123830704895026
2020-01-02,313.0777282714844,339.29998779296875,339.8500061035156,333.3500061035156,334.5,20324236,0.014501346715261265,0.019157088811821932,0.014349739291386398,328.9700012207031,-0.03213061156031494,328.5850006103516,-0.0017803631001565012,323.6900009155273,-0.02653772062070403,312.0500021362305,-0.3186989115587263,0.020215302089594614,0.016611653761337216,-0.04380333048095042,-0.03049786764760898,32.324960382522306,0.3868926393340075,0.07737852786680151,0.30951411146720603,29233783.0,31653871.75,0.8368147255161605,339.8500061035156,310.1000061035156,-0.07282624556570214,0.016123830704895026
2020-01-03,307.9105529785156,333.70001220703125,337.95001220703125,332.0,337.95001220703125,21853208,-0.016504496868282925,0.01783042250337047,-0.012575824371908623,328.9700012207031,-0.03213061156031494,328.5850006103516,-0.0017803631001565012,323.6900009155273,-0.02653772062070403,312.0500021362305,-0.3186989115587263,0.020215302089594614,0.016611653761337216,-0.04380333048095042,-0.03049786764760898,32.324960382522306,0.23888292096728492,0.1096794064868982,0.12920351448038672,29233783.0,31653871.75,0.8368147255161605,339.8500061035156,310.1000061035156,-0.07282624556570214,0.016123830704895026
2020-01-06,294.3465576171875,319.0,331.70001220703125,317.70001220703125,331.70001220703125,35645325,-0.04405157827177786,0.0438871473354232,-0.038287644677879935,328.9700012207031,-0.03213061156031494,328.5850006103516,-0.0017803631001565012,323.6900009155273,-0.02653772062070403,312.0500021362305,-0.3186989115587263,0.020215302089594614,0.016611653761337216,-0.04380333048095042,-0.03049786764760898,32.324960382522306,-1.05245196801161,-0.12274686841280347,-0.9297050995988065,29233783.0,31653871.75,0.8368147255161605,339.8500061035156,310.1000061035156,-0.07282624556570214,0.016123830704895026
2020-01-07,293.79296875,318.3999938964844,327.0,315.3999938964844,324.45001220703125,50966826,-0.0018808968762245026,0.0364321806717337,-0.018646996711118517,328.9700012207031,-0.03213061156031494,328.5850006103516,-0.0017803631001565012,323.6900009155273,-0.02653772062070403,312.0500021362305,-0.3186989115587263,0.020215302089594614,0.016611653761337216,-0.04380333048095042,-0.03049786764760898,32.324960382522306,-2.1000515620161764,-0.518207807133478,-1.5818437548826982,29233783.0,31653871.75,0.8368147255161605,339.8500061035156,310.1000061035156,-0.07282624556570214,0.016123830704895026
2020-01-08,295.0847473144531,319.79998779296875,321.5,311.0,312.1000061035156,44527485,0.0043969658395770495,0.03283302189116236,0.024671520470586718,326.0399963378906,-0.019138782404030774,328.5850006103516,-0.0017803631001565012,323.6900009155273,-0.02653772062070403,312.0500021362305,-0.3186989115587263,0.020215302089594614,0.016611653761337216,-0.04380333048095042,-0.03049786764760898,32.324960382522306,-2.785207838374106,-0.9716078133816036,-1.8136000249925024,34663416.0,31653871.75,0.8368147255161605,339.8500061035156,310.1000061035156,-0.07282624556570214,0.016123830704895026
2020-01-09,304.6809997558594,330.20001220703125,331.3999938964844,325.0,326.8999938964844,40348407,0.032520402786241576,0.019382173409707992,0.010094886424475901,324.2200012207031,0.018444300054941465,328.5850006103516,-0.0017803631001565012,323.6900009155273,-0.02653772062070403,312.0500021362305,-0.3186989115587263,0.020215302089594614,0.016611653761337216,-0.02681985238234097,-0.03049786764760898,32.324960382522306,-2.4606393513404328,-1.2694141209733694,-1.1912252303670634,38668250.2,31653871.75,0.8368147255161605,339.8500061035156,310.1000061035156,-0.07282624556570214,0.016123830704895026
2020-01-10,306.5726318359375,332.25,337.95001220703125,328.1000061035156,331.0,42377838,0.006208321372451753,0.029646369009828817,0.0037764350453172208,323.92999877929685,0.025684565344538557,328.5850006103516,-0.0017803631001565012,323.6900009155273,-0.02653772062070403,312.0500021362305,-0.3186989115587263,0.020215302089594614,0.016611653761337216,-0.004345256679618159,-0.03049786764760898,32.324960382522306,-2.0147745378282593,-1.4184862043443474,-0.596288333483912,42773176.2,31653871.75,0.8368147255161605,339.8500061035156,310.1000061035156,-0.07282624556570214,0.016123830704895026
2020-01-13,305.1885070800781,330.75,335.45001220703125,329.04998779296875,334.0,23615129,-0.004514672686230292,0.019350036021352986,-0.009730538922155689,326.2799987792969,0.013699893457848056,328.5850006103516,-0.0017803631001565012,323.6900009155273,-0.02653772062070403,312.0500021362305,-0.3186989115587263,0.020215302089594614,0.016611653761337216,0.03683385579937304,-0.03049786764760898,32.324960382522306,-1.7621479798021937,-1.4872185594359166,-0.2749294203662771,40367137.0,31653871.75,0.8368147255161605,339.8500061035156,310.1000061035156,-0.07282624556570214,0.016123830704895026
2020-01-14,302.65106201171875,328.0,331.70001220703125,326.5,329.79998779296875,26296117,-0.008314436885865417,0.015853695753144055,-0.005457816432966906,328.2,-0.0006093845216330607,328.5850006103516,-0.0017803631001565012,323.6900009155273,-0.02653772062070403,312.0500021362305,-0.3186989115587263,0.020215302089594614,0.016611653761337216,0.030150773516147478,-0.03049786764760898,32.324960382522306,-1.7635129502398854,-1.5424774375967103,-0.2210355126431751,35432995.2,31653871.75,0.8368147255161605,339.8500061035156,310.1000061035156,-0.07282624556570214,0.016123830704895026
