Date,Adj Close,Close,High,Low,Open,Volume,Returns,HL_Ratio,OC_Ratio,MA_5,Price_vs_MA5,MA_10,Price_vs_MA10,MA_20,Price_vs_MA20,MA_50,Price_vs_MA50,Volatility_10,Volatility_20,Momentum_5,Momentum_10,RSI,MACD,MACD_Signal,MACD_Histogram,Volume_MA_5,Volume_MA_20,Volume_Ratio,Recent_High_20,Recent_Low_20,From_High,From_Low
2020-01-01,519.137939453125,536.75,542.5,535.7000122070312,539.9000244140625,7642793,0.007172753769794982,0.012668817499708896,-0.005834458736098647,532.9599975585937,-0.018875662696289375,535.3499938964844,0.004202823788372223,533.7024932861328,-0.010310015689118268,525.4519952392578,-0.18993552645533274,0.01621413786300059,0.0132217326320813,-0.020121076465707932,-0.0021425699377037866,48.54068730674537,0.0,0.0,0.0,11227575.0,15724740.85,1.5268438589243905,547.4000244140625,515.0,-0.03507492026070507,0.02563109166413835
2020-01-02,522.861572265625,540.5999755859375,541.9000244140625,535.8499755859375,536.0,10264223,0.007172753769794982,0.011191359787923709,0.00858204400361474,532.9599975585937,-0.018875662696289375,535.3499938964844,0.004202823788372223,533.7024932861328,-0.010310015689118268,525.4519952392578,-0.18993552645533274,0.01621413786300059,0.0132217326320813,-0.020121076465707932,-0.0021425699377037866,48.54068730674537,0.30712055956200857,0.06142411191240171,0.24569644764960685,11227575.0,15724740.85,1.5268438589243905,547.4000244140625,515.0,-0.03507492026070507,0.02563109166413835
2020-01-03,521.1690063476562,538.8499755859375,540.7999877929688,536.25,538.0,9594690,-0.0032371440603622403,0.008443886051996495,0.0015798802712592938,532.9599975585937,-0.018875662696289375,535.3499938964844,0.004202823788372223,533.7024932861328,-0.010310015689118268,525.4519952392578,-0.18993552645533274,0.01621413786300059,0.0132217326320813,-0.020121076465707932,-0.0021425699377037866,48.54068730674537,0.40464099158850786,0.13006748784762295,0.2745735037408849,11227575.0,15724740.85,1.5268438589243905,547.4000244140625,515.0,-0.03507492026070507,0.02563109166413835
2020-01-06,508.45050048828125,525.7000122070312,537.25,523.7999877929688,537.25,12534334,-0.02440375610040102,0.02558495699964786,-0.021498348614181016,532.9599975585937,-0.018875662696289375,535.3499938964844,0.004202823788372223,533.7024932861328,-0.010310015689118268,525.4519952392578,-0.18993552645533274,0.01621413786300059,0.0132217326320813,-0.020121076465707932,-0.0021425699377037866,48.54068730674537,-0.5725653325381472,-0.010459076229531086,-0.5621062563086161,11227575.0,15724740.85,1.5268438589243905,547.4000244140625,515.0,-0.03507492026070507,0.02563109166413835
2020-01-07,505.742431640625,522.9000244140625,535.5999755859375,521.6500244140625,531.2999877929688,16101835,-0.005326208346873806,0.026678046510911275,-0.01581020811575749,532.9599975585937,-0.018875662696289375,535.3499938964844,0.004202823788372223,533.7024932861328,-0.010310015689118268,525.4519952392578,-0.18993552645533274,0.01621413786300059,0.0132217326320813,-0.020121076465707932,-0.0021425699377037866,48.54068730674537,-1.5550187114777145,-0.31937100327916784,-1.2356477081985466,11227575.0,15724740.85,1.5268438589243905,547.4000244140625,515.0,-0.03507492026070507,0.02563109166413835
2020-01-08,508.6922912597656,525.9500122070312,527.3499755859375,515.0,516.0,16094310,0.005832831613244771,0.02348127255309606,0.019282969393471416,530.8,-0.009137128472058609,535.3499938964844,0.004202823788372223,533.7024932861328,-0.010310015689118268,525.4519952392578,-0.18993552645533274,0.01621413786300059,0.0132217326320813,-0.020121076465707932,-0.0021425699377037866,48.54068730674537,-2.0637222617892803,-0.6682412549811904,-1.3954810068080898,12917878.4,15724740.85,1.5268438589243905,547.4000244140625,515.0,-0.03507492026070507,0.02563109166413835
2020-01-09,528.3745727539062,546.2999877929688,547.4000244140625,530.2999877929688,530.7000122070312,18934019,0.038691843547152605,0.0313015504360109,0.029395091816677398,531.9400024414062,0.026995498149519737,535.3499938964844,0.004202823788372223,533.7024932861328,-0.010310015689118268,525.4519952392578,-0.18993552645533274,0.01621413786300059,0.0132217326320813,0.010543863234276252,-0.0021425699377037866,48.54068730674537,-0.8154010962117582,-0.697673223227304,-0.1177278729844542,14651837.6,15724740.85,1.5268438589243905,547.4000244140625,515.0,-0.03507492026070507,0.02563109166413835
2020-01-10,522.5231323242188,540.25,546.5,538.5,544.9000244140625,12335407,-0.011074479092358147,0.014807959278111986,-0.008533720326151071,532.2200073242187,0.01508773169981481,535.3499938964844,0.004202823788372223,533.7024932861328,-0.010310015689118268,525.4519952392578,-0.18993552645533274,0.01621413786300059,0.0132217326320813,0.002598171063365351,-0.0021425699377037866,48.54068730674537,-0.31069948163758454,-0.6202784749093602,0.3095789932717756,15199981.0,15724740.85,1.5268438589243905,547.4000244140625,515.0,-0.03507492026070507,0.02563109166413835
2020-01-13,520.9271850585938,538.5999755859375,546.0499877929688,538.0,539.4000244140625,7901800,-0.0030541867914160026,0.014946134715678829,-0.0014832198589424873,534.8,0.007105414334213744,535.3499938964844,0.004202823788372223,533.7024932861328,-0.010310015689118268,525.4519952392578,-0.18993552645533274,0.01621413786300059,0.0132217326320813,0.024538640059658112,-0.0021425699377037866,48.54068730674537,-0.043363133088519135,-0.5048954065451919,0.4615322734566728,14273474.2,15724740.85,1.5268438589243905,547.4000244140625,515.0,-0.03507492026070507,0.02563109166413835
2020-01-14,519.9600219726562,537.5999755859375,538.9500122070312,534.1500244140625,536.2000122070312,13939440,-0.001856665513050082,0.008928549127512847,0.0026108977005500564,537.739990234375,-0.00026037611295470775,535.3499938964844,0.004202823788372223,533.7024932861328,-0.010310015689118268,525.4519952392578,-0.18993552645533274,0.01621413786300059,0.0132217326320813,0.02811235510716803,-0.0021425699377037866,48.54068730674537,0.08681050902930565,-0.38655422343029244,0.4733647324595981,13840995.2,15724740.85,1.5268438589243905,547.4000244140625,515.0,-0.03507492026070507,0.02563109166413835
2020-01-15,518.0256958007812,535.5999755859375,536.9500122070312,530.6500244140625,535.0999755859375,12353176,-0.003720238264185549,0.011762487080169613,0.0009344048267849334,539.6699829101562,-0.007541659631079223,535.2349914550781,0.0006819138073674846,533.7024932861328,-0.010310015689118268,525.4519952392578,-0.18993552645533274,0.01621413786300059,0.0132217326320813,0.01834768163311251,-0.0021425699377037866,48.54068730674537,0.0282649521809617,-0.30359038830804164,0.33185534048900334,13092768.4,15724740.85,1.5268438589243905,547.4000244140625,515.0,-0.03507492026070507,0.02563109166413835
2020-01-16,519.5248413085938,537.1500244140625,540.0,533.2000122070312,533.9000244140625,11249232,0.0028940420066847494,0.01265938282398173,0.006087281984238092,537.839990234375,-0.0012828458888151095,534.8899963378906,0.004225220310054567,533.7024932861328,-0.010310015689118268,525.4519952392578,-0.18993552645533274,0.016056657265047992,0.0132217326320813,-0.016748972329052703,-0.006381707968328598,48.54068730674537,0.10572443721093805,-0.2217274232042457,0.32745186041518376,11555811.0,15724740.85,1.5268438589243905,547.4000244140625,515.0,-0.03507492026070507,0.02563109166413835
